gender,age,education_level,profession,experience,income,R1,R2,R3,R4,R5,JA1,JA2,JA3,JA4,JA5,JA6,JSE1,JSE2,JSE3,JSE4,JE1,JE2,JE3,JE4,JE5,JS1,JS2,JS3,JS4,JS5,JS6,JS7,JS8,JS9,JS10,JS11,JS12,ER1,ER2,ER3,ER4,ER5
2,2,1,9,1,1,1,5,5,4,3,4,3,3,3,4,3,3,4,3,3,5,5,4,4,4,3,2,1,2,2,2,3,3,3,3,2,3,4,5,4,4,4
2,1,1,9,2,2,2,4,4,4,2,4,3,4,4,3,2,4,5,4,4,4,3,4,2,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4
2,2,2,9,2,2,2,2,4,4,4,4,4,4,4,3,3,2,3,4,4,3,2,3,4,4,3,2,2,3,3,3,2,4,3,3,2,3,4,4,2,4,3
1,2,3,9,3,4,2,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,5,2,2,2,3,3,3,2,3,3,2,4,3,3,3,4,4,4,4,4,4
2,1,2,9,2,1,2,4,3,4,4,5,5,4,5,2,3,2,4,3,3,4,3,4,2,2,2,2,1,4,4,4,1,3,3,3,2,4,4,4,3,5,3
2,2,2,1,2,3,1,4,4,5,5,4,4,4,4,2,2,3,4,4,3,4,2,3,3,3,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3
2,2,3,1,2,2,3,4,3,3,3,4,4,4,5,3,3,4,5,4,4,4,5,5,4,4,4,4,3,3,5,5,2,5,4,4,2,4,4,5,5,5,5
2,1,3,1,1,2,4,4,5,5,5,4,4,4,4,5,5,2,4,3,2,4,3,3,3,3,2,3,4,1,2,1,2,3,2,4,3,4,4,4,4,4,4
1,1,2,3,1,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,2,4,3,3,3,3,2,4,4,3,2,4,4,2,2,4,4,4,4,4,4
2,1,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
1,2,2,3,1,4,3,4,4,4,3,4,4,4,4,3,4,5,3,4,1,4,3,4,3,3,4,4,3,4,4,4,2,4,4,3,2,4,4,4,4,4,4
2,2,2,2,2,2,1,4,4,4,4,4,5,4,4,3,5,2,4,3,4,3,3,2,2,2,2,3,3,3,2,2,1,2,1,1,2,2,3,4,4,5,5
2,2,2,3,2,3,1,3,4,3,3,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1,3,2,11,2,3,2,2,3,3,2,5,5,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,5,4,5,3,5,2,3,3,4,3,4,4,4,4
1,2,2,11,3,4,4,3,5,4,3,2,3,2,3,2,3,2,2,1,3,3,2,2,3,3,1,1,1,2,2,2,2,2,2,4,2,2,2,1,3,1,3
1,2,2,3,2,2,3,3,3,1,2,3,4,5,5,5,5,1,5,3,5,4,4,3,3,3,3,4,3,5,5,5,2,4,4,3,4,4,4,5,4,5,5
1,1,2,3,3,2,2,4,5,4,4,5,4,5,4,4,5,4,4,3,5,4,4,3,3,3,4,3,4,4,4,5,1,5,3,3,3,2,5,4,4,4,3
2,2,2,1,1,2,3,5,5,5,5,5,5,4,4,3,5,4,4,3,5,3,5,5,4,4,2,3,3,3,5,3,3,4,3,4,5,4,5,5,5,5,5
2,2,3,11,2,2,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,3,1,1,2,1,2,2,1,1,4,4,4,4,4,5,3,3,4,3,2,3,2,2,2,3,2,2,2,2,2,3,5,4,3,2,3,4,4,4,5,5
1,2,2,1,3,2,2,4,4,4,4,4,5,3,4,5,5,3,4,3,5,3,3,4,4,4,4,3,4,3,3,4,3,4,2,3,3,3,3,4,3,3,3
2,2,2,4,1,2,3,2,5,3,4,5,3,4,5,4,5,4,4,3,5,3,5,4,4,4,4,3,3,4,3,3,2,3,3,3,3,4,3,5,4,5,3
1,1,2,11,2,1,2,5,4,5,5,5,5,5,4,4,4,4,3,5,5,5,5,3,5,5,2,4,4,2,2,1,1,2,3,2,3,3,4,4,5,3,4
1,1,2,3,1,2,1,4,3,4,4,4,3,3,3,2,3,2,3,4,4,4,5,5,3,3,1,4,3,3,5,2,1,2,3,2,1,3,3,3,4,4,3
2,1,2,1,2,2,1,4,3,4,4,3,4,4,3,2,3,3,3,4,4,4,3,3,4,4,3,4,4,3,3,4,2,3,3,3,3,4,4,5,5,4,4
2,2,3,1,2,3,2,4,5,4,4,4,4,4,4,2,1,2,2,4,4,4,3,3,3,3,2,2,2,4,2,2,1,1,1,3,3,3,4,4,4,3,3
2,2,2,1,2,3,2,4,4,5,5,4,4,2,3,3,3,2,2,2,3,4,3,3,3,3,3,3,3,2,2,2,1,2,1,3,1,3,3,3,4,4,4
2,2,3,1,2,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,1,2,1,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,1,2,1,2,1,3,3,3,3,3,5,5,5,4,3,3,3,4,5,5,4,3,4,5,5,3,5,2,2,2,2,3,3,3,3,4,4,4,5,4,4,4
1,2,2,3,1,3,2,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,2,4,3,2,4,4,4,4,4,3,4,4,3,4,3,4,3
2,2,2,7,2,3,2,4,4,4,4,5,5,5,5,5,5,4,4,5,3,4,3,4,3,3,3,4,4,5,5,5,2,5,5,5,4,4,4,5,4,5,5
1,1,2,7,1,2,4,5,5,5,5,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4
2,2,2,1,2,2,3,4,4,4,4,4,5,3,4,2,4,3,3,5,4,4,4,4,5,5,2,4,3,2,3,3,2,4,3,3,3,3,3,4,3,4,4
2,2,2,1,2,2,2,5,4,5,5,4,5,4,5,3,5,5,4,5,4,5,4,5,4,4,3,4,3,5,5,5,4,5,4,5,4,5,4,4,5,5,4
2,2,2,7,1,1,1,2,1,2,2,5,4,5,5,5,5,4,5,4,5,5,4,5,4,4,2,4,2,5,5,5,5,4,5,5,4,5,3,4,5,4,5
2,2,2,7,2,4,5,4,5,4,5,5,5,4,4,4,5,2,3,3,4,3,3,3,2,2,3,3,4,2,3,3,2,3,3,3,3,4,2,4,5,4,5
2,2,2,1,2,2,2,5,5,5,5,4,4,3,2,3,4,1,2,3,3,2,4,2,2,2,1,2,1,3,2,3,1,3,2,3,2,3,4,4,4,4,4
1,2,2,3,1,4,1,3,4,4,3,2,4,4,4,4,4,2,4,3,4,3,4,2,3,3,3,2,2,4,3,4,2,3,2,4,3,2,3,4,4,4,4
2,2,2,3,1,3,2,5,3,4,4,5,5,5,5,5,5,2,4,3,5,3,5,2,3,3,4,4,3,4,4,4,2,3,3,4,2,4,4,5,5,5,5
1,2,2,3,1,4,1,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3
1,3,3,3,3,4,4,4,4,4,5,1,3,1,1,2,1,3,3,2,2,3,2,2,2,2,1,3,1,1,3,1,3,4,4,4,4,4,4,4,3,4,4
2,2,2,1,2,2,3,1,1,1,2,3,5,3,3,3,3,4,5,4,4,4,4,4,4,4,3,4,5,2,3,3,3,3,3,2,3,3,3,3,2,4,3
2,1,1,1,2,1,3,4,4,4,3,3,4,4,3,3,4,4,4,3,1,4,3,4,3,3,3,4,3,2,3,2,3,5,4,4,4,4,3,4,4,4,3
2,2,2,1,2,2,2,4,3,3,2,3,3,2,3,2,2,4,3,4,4,2,4,3,3,3,2,2,2,3,3,2,1,2,1,2,2,4,3,5,5,4,5
1,1,2,11,1,2,1,2,4,4,4,4,3,5,4,3,4,3,4,4,4,3,3,3,4,4,3,4,3,4,4,5,2,4,5,4,3,3,3,3,3,4,4
1,2,2,11,2,2,3,4,4,4,3,4,5,5,4,3,5,4,4,4,5,4,4,4,5,5,4,5,4,5,5,5,3,5,4,4,5,4,3,5,4,4,5
1,2,2,3,1,3,4,5,5,5,5,4,4,4,2,2,3,4,4,5,5,4,3,3,4,4,3,4,2,4,5,3,2,4,3,4,1,4,4,4,4,4,4
2,2,2,1,2,2,2,3,3,3,5,4,4,5,3,3,4,2,3,3,4,3,5,4,5,5,3,4,3,3,3,3,2,4,3,3,3,4,4,5,2,4,5
2,2,2,6,2,2,2,4,4,5,3,4,4,4,4,3,4,2,2,3,3,3,3,2,3,3,4,4,3,1,3,4,3,4,4,3,3,3,3,4,4,3,4
2,2,3,7,2,2,3,4,5,5,5,3,5,5,4,3,5,5,4,3,5,5,3,2,3,3,4,4,1,5,4,4,2,4,4,4,3,5,4,4,4,4,3
1,2,3,7,3,4,3,4,4,4,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,3,2,4,4,4,4,4,5,5,5,5
2,2,2,7,2,2,4,5,5,5,5,3,4,3,4,2,4,4,4,3,3,5,3,4,5,5,2,3,3,3,4,4,4,3,4,3,4,3,3,4,4,4,4
2,2,2,1,2,2,3,3,3,4,3,3,5,5,5,5,5,3,5,5,5,4,5,3,3,3,4,4,2,2,4,2,3,2,4,4,2,4,4,5,2,5,5
1,2,2,3,2,2,3,5,4,5,4,3,2,3,2,2,3,2,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,2,3,3,2,3,3,3,3,2,3
2,2,2,1,2,1,2,3,2,3,2,4,4,5,4,4,4,4,4,4,5,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4
1,2,2,1,2,2,2,4,5,4,4,5,5,4,4,3,5,3,4,4,4,4,5,5,5,5,2,5,2,3,3,5,2,3,2,3,4,4,4,5,4,4,3
2,2,2,1,2,2,2,5,5,5,5,3,5,5,4,2,5,3,3,5,5,3,4,2,2,2,3,3,2,3,3,2,1,2,2,2,2,2,3,4,3,4,4
2,2,2,5,2,2,2,4,4,5,3,4,5,5,5,4,5,2,3,4,5,4,5,4,4,4,4,2,3,4,4,3,3,4,4,4,4,3,3,4,3,4,3
1,2,2,9,2,3,2,5,5,5,5,3,3,4,4,3,4,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,4,3,3,2,4,3,4,4,4,4
2,1,2,1,1,1,2,4,4,4,5,4,4,2,4,2,5,3,4,5,4,3,4,2,3,3,2,2,2,3,3,3,2,4,3,3,2,1,5,5,2,5,5
2,2,2,1,1,1,3,5,5,5,4,4,5,3,3,4,4,4,3,4,4,5,5,4,5,5,3,4,4,2,3,3,3,4,4,3,3,4,3,3,4,4,3
2,2,2,5,2,2,3,4,5,4,3,5,5,5,4,5,5,2,4,4,4,3,4,3,3,3,4,3,3,3,3,2,2,4,3,3,4,3,3,4,4,4,4
2,2,2,1,2,2,3,5,4,4,4,5,4,5,5,2,5,2,3,4,3,4,5,3,4,4,2,3,3,4,4,5,2,4,4,3,4,4,3,5,3,5,5
2,2,2,9,2,2,3,4,5,5,5,4,4,4,4,2,4,2,3,4,4,3,3,3,2,2,3,2,2,3,3,3,2,4,3,3,2,3,3,4,4,4,4
1,2,3,9,3,4,2,4,4,4,4,3,4,3,4,2,4,3,4,5,4,4,4,2,3,3,3,3,3,2,3,3,2,4,3,3,3,4,3,4,4,4,4
2,1,2,9,2,1,2,4,3,4,4,5,5,4,5,2,5,2,4,3,4,4,3,4,1,1,2,2,1,4,4,4,2,3,3,3,2,4,3,4,4,5,2
2,2,2,1,2,3,4,4,4,5,5,3,4,4,4,3,4,3,4,4,3,4,4,3,3,3,3,4,3,4,4,3,3,4,4,4,4,4,4,4,3,4,2
2,2,2,7,4,4,3,4,2,2,4,4,2,4,4,3,2,4,5,4,3,4,2,4,4,5,4,4,3,4,5,4,5,5,4,3,4,5,4,3,3,4,4
2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,2,3,3,4,2,2,2,1,5,4,5,4,1,1,4,4,5,4,1,1,2,5,5,2,1,2,5,5,4,4,4,1,5,5,1,5,4,4,5,1,5
2,2,2,3,1,3,3,4,4,5,3,4,5,4,5,3,3,4,2,4,2,3,4,4,5,5,5,5,5,4,4,4,5,5,3,5,4,3,4,2,2,1,3
1,2,2,3,4,4,5,3,1,4,3,4,3,2,4,3,4,3,2,2,3,2,4,2,1,3,2,4,2,3,2,3,2,3,3,4,2,2,3,5,2,4,2
1,3,3,3,3,4,1,1,1,1,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4
2,2,2,1,2,2,3,3,3,3,3,3,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,4,5,5,4,5,4,4,5,4,4,4,4,4,4,5
2,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,2,11,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,4,4,5,4,5,4,5,4,5
1,2,2,11,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,2,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,6,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,3,7,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,3,7,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,7,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,2,9,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,3,1,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,3,7,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,4,3,8,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,1,2,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,2,11,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,2,11,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2,2,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,2,2,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,2,3,7,2,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
